,horror
763,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon."
764,"On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion."
765,"A young Abigale Archer alone in the Montana winter during the 1870s who fights for her survival and to retrieve her one earthly possession, a family horse, from a gang of bloodthirsty bandits."
766,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.
767,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell."
768,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.
769,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city."
770,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her father's new girlfriend and ghastly visions of her dead mother."
771,Five American soldiers assigned to hold a French Chateau near the end of World War II. This unexpected respite quickly descends into madness when they encounter a supernatural enemy more terrifying than anything seen on the battlefield.
772,"It will follow the events in the 1960s, the time leading up to the events of the first film in the Stephen King It series."
773,"The allure of easy money sends Mary Mason, a medical student, into the world of underground surgeries which ends up leaving more marks on her than her so-called ""freakish"" clients."
774,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel."
775,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark."
776,A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.
777,"Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years."
778,A psycho-physiologist experiments with drugs and a sensory-deprivation tank and has visions he believes are genetic memories.
779,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.
780,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.
781,"Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures."
782,"A zombie virus has in the last four years spread to all South Korea. Four Koreans in Hong Kong sail through the blockade to Incheon for USD20,000,000 on a truck."
783,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood."
784,A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.
785,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family."
786,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
787,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town."
788,A writer travels to a town where the people become vampires.
789,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills."
790,A series of scary anthology stories based on the children's books by R.L. Stine. Series one was hosted by R.L. Stine for twelve episodes.
791,Strange things start happening after a girl is found drowned in a lake.
792,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive."
793,A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.
794,A clan of heroic night creatures pledge to protect modern New York City as they did in Scotland one thousand years earlier.
795,"After an eerie mist rolls into a small town, the residents must battle the mysterious mist and its threats, fighting to maintain their morality and sanity."
796,"Eve has married the man of her dreams but when they return to live in the house willed to him by his first wife who died under horrific circumstances, it becomes a waking nightmare as Eve falls into a spiral of suspicion and madness."
797,"A man recently released from a mental institute inherits a mansion after his wealthy parents die. After a series of disturbing events, he comes to believe it is haunted."
798,"Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates."
799,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.
800,"After his wife meets a grisly end, Jamie Ashen returns to his hometown of Ravens Fair to find answers. His investigation leads him to the ghost of a ventriloquist named Mary Shaw who seems to have ties to his entire family tree"
801,An incredibly gifted pianist makes a Faustian bargain to overtake her older sister at a prestigious institution for classical musicians.
802,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface."
803,A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.
804,"Fin, his family and the cosmos have been blissfully sharknado-free in the five years since the most recent attack, but now sharks and tornadoes are being whipped up in unexpected ways and places."
805,A woman is tormented and sexually molested by an invisible demon.
806,"After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship."
807,"An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history."
808,"Secrets are just part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight."
809,A young couple is trapped in a remote town where a dangerous religious cult of children believes that everyone over age 18 must be killed.
810,"Emily Young, a senior, wants to be elected as her sorority's president. She adopts a cute sloth, thinking it can become the new mascot and help her win, until a string of fatalities implicate the sloth as the main suspect in the murders."
811,A woman's desperate search for her long-lost sister falls into obsession upon realizing that the imaginary demon from their childhood may have been real.
812,"Struggling filmmaker Marcus searches for his missing sister in Spring Lakes, encountering a sinister cult and supernatural forces that took her."
813,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue."
814,"In an isolated mountain village in 19th century Macedonia, a young girl is kidnapped and then transformed into a witch by an ancient spirit."
815,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.
816,"When Edward's search for his biological family leads him and his girlfriend Ryley to a magnificent villa high in the mountains of Northern Portugal, he is full of excitement at meeting his long-lost mother and twin brother. Finally, he will discover who he is and where he comes from. But nothing is as it seems, and Edward will soon learn that he is linked to them by a monstrous secret."
817,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper."
818,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing."
819,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive."
820,"After surviving the incidents in Barrow, Alaska, Stella Oleson relocates to Los Angeles, where she intentionally attracts the attention of the local vampire population in order to avenge the death of her husband, Eben."
821,A hunter squares off against a killer whale seeking vengeance for the death of its mate.
822,"A platoon of soldiers are stranded in an abandoned military base on a near future Earth waiting for the relief or the enemy, whichever comes first."
823,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
824,"After being hypnotized by his sister-in-law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him."
825,"Presented in a surreal, gory and entirely visual manner, Begotten tells of the death of religion, the abuse of nature by Man and a nihilistic outlook on what life ultimately is."
826,"A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected."
827,"After a pair of amateur criminals break into a suburban home, they stumble upon a dark secret that two sadistic homeowners will do anything to keep from getting out."
828,"Two university students come across a seemingly harmless girl named Lucy, unaware that she's actually a mutant serial killer with a split personality."
829,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family."
830,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
831,"A family takes a weekend trip with longtime friends and their two young children, but, they suspect something supernatural when the kids behave strangely after disappearing into the woods overnight."
832,"Set in an altered United States, several unrelated people discover how far they will go to survive a night where all crime is legal for 12 hours."
833,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth."
834,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.
835,"Playing out in real time, an elementary school teacher organizes a mixer of like-minded women, when she encounters a woman from her past, leading to a volatile chain of events."
836,"A New York psychiatrist finds that a brujería-inspired cult, which believes in child sacrifice, has a keen interest in his own son."
837,Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.
838,"After mysteriously inheriting an abandoned coastal property, Ben and his family accidentally unleash an ancient, long-dormant creature that terrorized the entire region-including his own ancestors-for generations."
839,The secret to a Stepford wife lies behind the doors of the Men's Association.
840,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy."
841,"16 year old Cassie Blake moves to Chance Harbor, Washington to live with her grandmother after her mother mysteriously dies. She discovers she's a witch along with 5 other teens."
842,"Matt and Kate buy an isolated house. While moving, they discover a strange room that grants them an unlimited number of material wishes. But since Kate has had two miscarriages, what they long for the most is a child."
843,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways."
844,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.
845,Two female vampires in modern-day New York City are faced with daunting romantic possibilities.
846,"During their Christmas break, a group of sorority girls are stalked by a stranger."
847,Aliens who look like clowns come from outer space and terrorize a small town.
848,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.
849,An ordinary teenage boy discovers his family is part of a gruesome orgy cult for the social elite.
850,"In the 1850s, Captain Charles Boone relocates his family to his ancestral home in the small, sleepy town of Preacher's Corners. Charles will soon have to confront the secrets of his family's history and fight to end the darkness."
851,"Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before."
852,Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses.
853,"An anthology series that follows different chapters of the Midnight Society, a group of teenagers who gather at midnight to tell scary stories, such as the Carnival of Doom, Curse of the Shadows, and Ghost Island."
854,"When Jonathan Harker rouses the ire of Count Dracula for accepting a job at the vampire's castle under false pretenses, his friend Dr. Van Helsing pursues the predatory villain."
855,A mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on.
856,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse."
857,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys: one the Messiah, the other the Anti-Christ."
858,Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album.
859,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.
860,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
861,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all."
862,"A mysterious fog forces a group of friends to take cover before it's too late. Once trapped inside, they'll soon find out it's already too late."
863,"When a mysterious letter calls him back to Silent Hill in search of his lost love, James finds a once-recognizable town and encounters terrifying figures both familiar and new, and begins to question his own sanity."
864,A cult steals the Shroud of Turin for wicked purposes.
865,An inheritance leads a young man and his friends to an abandoned resort inhabited by two sketchy caretakers and a clan of mutant cannibals.
866,Two groups of people discover evidence that suggests spirits may be trying to invade the human world through the Internet.
867,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
868,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong."
869,An American official realizes that his young son may literally be the Devil incarnate.
870,"After discovering that he's the son of Satan, a young man must join the True Cross Academy in order to master his abilities and defeat Satan himself."
871,A routine military exercise turns into a nightmare in the Scottish wilderness.
872,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them."
873,"Six years ago, Li Ronan was cursed after breaking a religious taboo. Now, she must protect her daughter from the consequences of her actions."
874,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.
875,A woman stops at a remote gas station in the middle of the night and becomes the target of a sociopathic sniper with a secret vendetta.
876,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf."
877,"In a dark fantasy world created by Hidetaka Miyazaki (Dark Souls) and George R. R. Martin (A Song of Ice and Fire), the player is a Tarnished who is called back to the Lands Between to restore the Elden Ring and become the Elden Lord."
878,A fun weekend turns into madness and horror for a bunch of groupies looking for fun in a beaver infested swamp.
879,"After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Oklahoma but soon discover there may be no way out...and that something evil lurks within."
880,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker."
881,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive."
882,A reporter and her ex-husband investigate a cursed video tape that is rumored to kill the viewer seven days after watching it.
883,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive."
884,"Amid the Civil War in 17th-century England, a group of deserters flee from battle through an overgrown field. Captured by an alchemist, the men are forced to help him search to find a hidden treasure that he believes is buried in the field."
885,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.
886,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.
887,"Keyaru is a healing magician who is sexually abused repeatedly by others. Using his healing magic, he goes back four years into the past to get revenge on the ones who abused him."
888,"A man comes begins to have nightmares where he experiences things in sleep have an effect on him in real life, too. But as his derangement spreads across his family and friends, they decide to go to the root of the cause."
889,"After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can't escape."
890,"Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began."
891,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."
892,A boy who has a bad Christmas accidentally summons a festive demon to his family home.
893,The horror movie tracks a ravenous zombie creature as it makes its way through a secluded forest.
894,A group of reality show contestants find themselves fighting for their survival against a family of hideously deformed inbred cannibals who plan to ruthlessly butcher them all.
895,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby."
896,A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.
897,"While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll."
898,"With much of America lying in ruins, the rest of the world braces for a global sharknado, and Fin and his family must travel around the world to stop them."
899,"Follows a group of military super humans composed by a human leader, a werewolf, a vampire, Frankenstein's monster and a gorgon."
900,"A collection of death scenes, ranging from TV material to homemade super 8 movies."
901,"After returning to his childhood home, a disgraced children's puppeteer is forced to confront his wicked stepfather and the secrets that have tortured his entire life."
902,"In the future, two slaves in a distant galaxy escape prison and crash-land on a strange planet. They meet Zed, whose hospitality attempts to hide the fact they are to be hunted for sport."
903,A virus spreads through an office complex causing white-collar workers to act out their worst impulses.
904,"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind."
905,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities."
906,"After the alleged suicide of her priest brother, Grace travels to the remote Scottish convent where he fell to his death. Distrusting the Church's account, she uncovers murder, sacrilege and a disturbing truth about herself."
907,"After discovering old fractures in her skull, a photographer recovering from amnesia becomes increasingly haunted by a sinister childhood secret."
908,"A former FBI profiler with the ability to look inside the mind of a killer begins working for the mysterious Millennium Group which investigates serial killers, conspiracies, the occult, and those obsessed with the end of the millennium."
909,"Shattered by the unexpected news of their irreversible break-up, an aspiring orchestra conductor is puzzled by his girlfriend's mysterious and seemingly inexplicable case of disappearance. But can he look beyond the facts?"
910,High school outcast Josh is searching for his missing girlfriend in post apocalyptic Glendale. He's joined by a group of misfits Angelica and his former bully Wesley. On the way they'll face many weird things.
911,"A group of four amateur adventurers who specialize in exploring remote and forsaken places pay a visit to Shookum Hills, a town in the remote Appalachian Mountains, which was abandoned decades ago due to a mysterious coal mine fire."
912,"A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film."
913,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp."
914,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.
915,"Remake of Speak No Evil (2022). A family invited to spend a weekend in an idyllic country house, go from a dream vacation to a psychological nightmare."
916,"Thrills, chills and screwball comedy meet tiny bikinis and gory dismemberment in this chlorine and blood drenched murder mystery."
917,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing."
918,"After the death of his wife and daughter in a car crash, a music professor staying at a long-vacant Seattle mansion is dragged into a decades-old mystery by an inexplicable presence in the mansion's attic."
919,A team of scientists are thrust into a potentially life-or-death situation when they arrive in the Arctic to secretly investigate what could be an outbreak of a strange disease in a secluded international research facility.
920,A man is tormented by nightmarish visions after enduring head trauma while camping in the Catskill woods.
921,"When Alma returns home to help her family get their Native American heritage recognized, all she finds is the World-Famous Clown Motel that has been erected on their land."
922,"The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serial-killing pig-hunter Mick Taylor."
923,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
924,"People hear predictions on when they will die. When that time comes, a death angel appears in front of them and kills them."
925,Two lovers stationed at a remote base in the asteroid fields of Saturn are intruded upon by a retentive technocrat from Earth and his charge: a malevolent eight foot robot.
926,About a man and his family who have been scared to death by a deadly predator
927,"A thriller about the contemporary art scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce."
928,"Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin."
929,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind."
930,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.
931,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem."
932,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers."
933,"Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives."
934,"The vampire Alucard, his master Sir Integra Fairbrook Wingates Hellsing, and his newly sired ward Seras Victoria, try to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army."
935,Scott Ward and his rescue crew's efforts to protect all they love during the first phases of the mysterious zombie outbreak in Vegas.
936,A group of teenagers at an LGBTQ+ conversion camp endures unsettling psychological techniques while being stalked by a mysterious masked killer.
937,"A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession."
938,"After her husband is devastated by a tragic accident, a devoted wife obsesses over a mysterious portrait that resembles him as he was; but when it starts to terrorize her, she must decide if it's possessed or if she's losing her mind."
939,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
940,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer."
941,"The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams."
942,"An Alaskan bush pilot attempts a daring rescue of a stranded researcher deep inside an arctic cave system thought to be an entrance to the inner earth, only to find himself battling creatures not of this world."
943,High school students are overwhelmed with the start of the zombie apocalypse.
944,"A new species of South American killer spider hitches a lift to a small California town in a coffin and starts to breed, leaving a trail of deaths that puzzle and terrify the young doctor newly arrived in town with his family."
945,"Anchor Bay's collection, which has amassed some of the best horror film anthologies."
946,"The offbeat adventures of Courage, a cowardly dog who must overcome his own fears to heroically defend his unknowing farmer owners from all kinds of dangers, paranormal events and menaces that appear around their land."
947,A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.
948,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
949,A nun prepares to perform an exorcism and comes face to face with a demonic force with mysterious ties to her past.
950,"A young girl who has an amazing ability to communicate with insects is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders."
951,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack."
952,A pregnant woman on bed rest begins to wonder if her house is haunted or it's all in her head.
953,Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.
954,Sequel to Night Caller.
955,Seductive vampire Carmilla Karnstein and her family target the beautiful and the rich in a remote area of late eighteenth-century Gemany.
956,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.
957,"A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal."
958,"A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward."
959,"Carl Kolchak is a reporter for a Chicago newspaper. Through more accident than design he ends up investigating homicides, many of which involve supernatural forces. Ultimately, rather than reporting on the crimes, he solves them."
960,"After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem."
961,"When a young woman becomes afflicted by stigmata, a priest is sent to investigate her case, which may have severe ramifications for his faith and for the Catholic Church itself."
962,"Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live."
963,"Caught between two warring clans, the son of a notorious witch responsible for a deadly massacre tries to find his place in the world — and his powers."
964,"A street sweeper who cleans up after grisly accidents brings home a full corpse for him and his wife to enjoy sexually, but is dismayed to see that his wife prefers the corpse over him."
965,"In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is."
966,"When Royal Air Force pilot Lt. Kate Sinclair is shot down over Afghanistan, she finds refuge in an abandoned underground bunker where deadly man-made biological weapons - half human, half alien - are awakened."
967,Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.
968,A continuation of the dramatic anthology series Alfred Hitchcock Presents (1955) hosted by the Master of Suspense and Mystery.
969,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive."
970,"Dr Marrow enlists Theo, Luke and Nell for a study of sleep disorders at the Hill House. As soon as the terrifying truth about the mansion is revealed, everyone is found fighting for their lives."
971,"A horde of mutated birds descends upon the quiet town of Half Moon Bay, California. As the death toll rises, two citizens manage to fight back, but will they survive Birdemic?"
972,"Valeria has long dreamed about becoming a mother. After learning that she's pregnant, she expects to feel happy, yet something's off."
973,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm."
974,"The film describes the events leading up to, and including, the massacre of the adults of a small town in Nebraska by their children, after the adults' irresponsibility ruins the crop and the children's future."
975,A young fashion designer's life spirals as her darkest inner thoughts manifest into something gruesome- that won't stop growing.
976,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host."
977,A young man arrives at a remote island to take a post of weather observer only to find himself defending the watchtower from deadly creatures which live in the island shores.
978,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal."
979,A family reunion at a remote mansion takes a lethal turn when they are trapped inside and forced to play a deadly survival game where only one will make it out alive.
980,A woman's meticulously-crafted life of privilege unravels when two strangers show up in her quaint suburban town.
981,An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.
982,"A teenage boy and his friends face off against a mysterious grave robber, known only as the Tall Man, who employs a lethal arsenal of unearthly weapons."
983,"Five grisly tales from a kid's comic book about a murdered father rising from his grave, a bizarre meteor, a vengeful husband, a mysterious crate's occupant, and a plague of cockroaches."
984,Fin has to go back in time to rejoin his shark-battling friends to stop the first Sharknado and save humanity.
985,"After their boat capsizes in the Mediterranean Sea, a group of refugees are rescued by rich Europeans who offer them shelter on an idyllic island. But the miracle soon becomes a nightmare when the saviours turn into ruthless manhunters."
986,"A collection of tales which range from comic to tragic, but often have a wicked sense of humor and an unexpected twist."
987,A strange prehistoric beast lurks in the depths of the Amazonian jungle. A group of scientists try to capture the animal and bring it back to civilization for study.
988,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself."
989,"The monster slayer Geralt of Rivia must find his adoptive daughter who is being pursued by the Wild Hunt, and prevent the White Frost from bringing about the end of the world."
990,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure."
991,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism."
992,"Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween."
993,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.
994,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher."
995,"As the world is overrun by zombies, a group of scientists and military personnel sheltering in an underground bunker in Florida must determine how they should deal with the undead horde."
996,"Inspired by the terrifying story of Robert ""Willy"" Pickton, the pig farmer and prolific killer of women whose horrific crimes shocked the world."
