,romance
757,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play."
758,"Centers on a town where aliens with unearthly abilities live undercover among humans. But when a violent attack points to a greater alien presence, the politics of fear and hatred threaten to expose them."
759,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.
760,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
761,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
762,A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.
763,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her."
764,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller."
765,A coverup and witchhunt occur after a politician accidentally kills his mistress.
766,"Set against a backdrop of war, religious strife and power struggles which tears lives and families apart."
767,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world."
768,"After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed."
769,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein."
770,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
771,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury."
772,"An artist finds romance with a chef in Italy and embarks on a life-changing journey of love, loss, resilience and hope across cultures and continents."
773,"When a succubus finds it difficult to adapt with her unusual traits inspite of being born in a human family, she sets off on a journey to find out the truth of her origin."
774,"Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life. But his facade begins to crumble when his wife, a homicide detective, begins investigating murders from 15 years ago."
775,The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.
776,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.
777,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.
778,"An aging Sheriff tries to keep the peace in Rome, Wisconsin, a small town plagued by bizarre and violent crimes."
779,"The adventures and romance of a sensitive and cultured lion-man and a crusading assistant district attorney in Manhattan, New York City."
780,"Judah Ben-Hur, a Jewish prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption."
781,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time."
782,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
783,A group of friends are in a holiday home by the Baltic Sea where emotions run high as the parched forest around them catches fire.
784,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.
785,"Flamboyant Punjabi Rocky and intellectual Bengali journalist Rani fall in love despite their differences. After facing family opposition, they decide to live with each other's families for three months before getting married."
786,A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.
787,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying."
788,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life."
789,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within."
790,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town."
791,A married couple's life is turned upside down when the wife is accused of a murder.
792,"In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
793,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?"
794,"Fascinated by the macabre, Kyotaro fantasizes about acting on his twisted thoughts to the detriment of his classmates. His heart was dark until an encounter with Anna lit a spark within it in a classic tale of boy meets girl."
795,"In New York City's gritty East Village, a group of bohemians strive for success and acceptance while enduring the obstacles of poverty, illness and the AIDS epidemic."
796,Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.
797,"After she gets pregnant, a teenage girl must decide whether she should keep the baby or not."
798,"After being suddenly transported to another world, Subaru Natsuki and his new female partner are brutally murdered. However, Subaru awakens to a familiar scene, meeting the same girl again. The day begins to mysteriously repeat itself."
799,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island."
800,"A drama about the power of human connection during turbulent times, set in an English coastal town in the early 1980s."
801,"Using a unique 90 Day Fiance visa, overseas fiances will travel to the US to live with their partners for the first time. Each couple will have just 90 days to decide to get married or send their international mate home."
802,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped."
803,"Twenty years ago, a series of tragic events almost ripped Millwood apart. Now, in the present day, a brand-new set of Little Liars finds themselves tormented by an unknown assailant."
804,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
805,"15 year old Amy ends up pregnant after one night at band camp, throwing her whole life upside down. It doesn't help that she's now going to school with that guy."
806,"The life of private eye, Mort Madison, is spiraling downward, when a beguiling, slightly familiar woman hires him for his most unusual case."
807,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend."
808,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora."
809,"In the Middle Ages, a young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns. Introduced as a deaf mute man, he must fight to hold his cover as the nuns try to resist temptation."
810,"When Liv moves to London, she meets a mysterious group of boys who pull her into the world of dream-travel. She and her band of dream-wanderers conduct a ritual to make their biggest dream come true, but it demands the gravest sacrifice."
811,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.
812,A group of archaeologists and the black market of historical artifacts.
813,"A grizzled Australian painter decides to jolt his stale creativity by moving to a remote island on the Great Barrier Reef, where he takes on an alluring, uninhibited young woman as his muse."
814,"Jimena is trying to keep her life in order, raising her three children, competing for the presidency of the company and dealing with her (almost) ex-husband. Then she meets Gaby, who turns out to be the best nanny for her children."
815,Teenage twin sisters swap places and scheme to reunite their divorced parents.
816,"After her life falls apart, soft-spoken actress Laura Franco finds her voice again when she meets a terrifying, yet weirdly charming Monster living in her closet. A romantic-comedy-horror film about falling in love with your inner rage."
817,The lives of three young alien/human hybrids with extraordinary gifts in Roswell.
818,"Archie MacDonald, a young restaurateur is called back to his childhood home of Glenbogle where he is told he is the new Laird of Glenbogle."
819,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.
820,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
821,"Will, who attends single parent meetings to woo women, meets Marcus, a troubled 12-year-old boy. As they become friends, Will learns to be responsible while he helps Marcus with his studies."
822,"After 50+ years apart, Celia (Anne Reid) and Alan (Derek Jacobi) are reunited and decide to marry."
823,"Hiro and Yanna are ""fubus"". Will real feelings develop along the way? And will Yanna be able to let go and make the ultimate sacrifice when Hiro leaves for his dreams?"
824,"In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous."
825,A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.
826,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
827,"A pastry chef with the power to bring dead people back to life solves murder mysteries with his resurrected childhood sweetheart, a cynical private investigator, and a lovesick waitress."
828,"In 1929 French Indochina, a French teenage girl embarks on a reckless and forbidden romance with a wealthy, older Chinese man, each knowing that knowledge of their affair will bring drastic consequences to each other."
829,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.
830,"Follows Leonardo Da Vinci during his early days in Florence, as a young artist, inventor and dreamer, trying to change the future."
831,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
832,"Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip."
833,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.
834,"In colonial Malaysia, British big game-hunter Otto Abbot and American trapper Harry Stanton clash over the ethics of catching versus killing animals and over Abbot's mistress, Anna."
835,"After she nearly drowns, a young woman unexpectedly falls for the small-town lifeguard who rescued her. Based on the novel by Kate Marchant."
836,"North and South is a four-part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton."
837,"Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?"
838,"Twenty years after vanquishing the wicked queen Bavmorda, the sorcerer Willow Ufgood leads a group of misfits on a dangerous rescue mission into the unknown."
839,An unexpected invitation rushes a grieving young woman into a lonely road trip through the American Midwest towards the border between Texas and Mexico.
840,The story based off of the controversial manga by Suehiro Maruo takes place where a little orphaned girl joins a freak-show circus troupe whose members rape and abuse her. She then finds a glimmer of hope in the enigmatic magician who joins the group.
841,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it."
842,"A delightful, lively human romantic comedy about the reunion of old wrestling prodigy Kim Baek-doo and old alley leader Oh Doo-sik, who are living in a tough present life."
843,"An uptight, liberal businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life."
844,"The wife of a French diplomat in Bangkok, Emmanuelle embarks on a voyage of sexual discovery."
845,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
846,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
847,"A writer indulging in all that Los Angeles and Las Vegas have to offer, undertakes a search for love and self via a series of adventures with six different women."
848,A temperamental figure skater and an arrogant former hockey player attempt to win the Olympic Gold Medal as a figure skating pairs team.
849,"Traumatized by a childhood incident with a friend who took exception to his love of traditional dolls, doll-artisan hopeful Wakana Gojou passes his days as a loner, finding solace in a room at his high school."
850,"Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process."
851,"Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy."
852,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler."
853,"During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee."
854,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
855,"After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife."
856,"A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That.'"
857,A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.
858,Friendship between Dilan and Ancika Mehrunisa Rabu. Their increasingly close relationship made the seeds of love grow and their relationship rose to the level of being a couple.
859,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
860,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."""
861,"In his quest for a bride to break his immortal curse, Dokkaebi, a 939-year-old guardian of souls, meets a grim reaper and a sprightly student with a tragic past."
862,"After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils."
863,Charles is a womanizer while Elaine is a gold digger. The duo learn humanity when forced to team up and pursue robot doubles of themselves.
864,"A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways."
865,"An adaptation of Flora Thompson's autobiographical novel ""Lark Rise To Candleford"", set in 19 century Oxfordshire, in which a young girl moves to the local market town to begin an apprenticeship as a postmistress."
866,"A recent high-school graduate unsure of his future gets a summer job at the Flamingo beach club, and meets the charismatic Phil Brody."
867,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
868,"Ordinary teenager Marinette's life in Paris goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city."
869,A young woman trapped in an abusive relationship becomes the unwitting participant in an intervention staged by her two closest friends.
870,Gavin and Stacey have been continuing their romance on-line and by telephone for the last six months. Now they want to be together but will their friends and family let them?
871,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
872,"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation."
873,Farah is a 28-year-old Iranian doctor who works illegally as a cleaner in Istanbul and witnesses a murder committed by the mafia.
874,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas."
875,An aspiring singer who spends fifteen years alone on a deserted island before setting out on a journey to become a diva.
876,"Henry DeTamble, a librarian, possesses a unique gene that lets him involuntarily travel through time. His wife, Claire Abshire, finds it difficult to cope with it."
877,A detective investigating a series of murders becomes involved with a woman who may be the culprit.
878,Two men with commitment problems attempt a relationship.
879,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits."
880,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
881,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
882,"An unpopular 15-year-old gains immediate, yet unwanted, popularity at her high school when the student body mistakes an accident she has for a suicide attempt."
883,"Hollyoaks takes a look at the lives, loves, and careers of a group of teenage friends and their families as they graduate through GCSEs, A-Levels, and College into the world of work."
884,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather."
885,A 20-something bachelor bartender becomes an unlikely parent when an ex-girlfriend leaves a baby girl on his doorstep.
886,"A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her that they're husband and wife."
887,Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.
888,Two brothers who rose from the decaying streets of southwest Detroit in the late 1980s and gave birth to one of the most influential crime families in the country.
889,"An ex-con opens a street bar in Itaewon, while also seeking revenge on the family who was responsible for his father's death."
890,A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.
891,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.
892,"When a modern day chef gets trapped in the body of a queen in the Joseon era, chaos ensues."
893,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.
894,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need."
895,"A high school wrestler in Spokane, Washington has trouble focusing on his training regimen when a beautiful young drifter takes up temporary residence at his home."
896,A millennial in London is juggling two dead-end jobs and navigating the awkward morning-after-the-night-before when she discovers the complications of accidentally sleeping with a film star.
897,A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.
898,"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac, and William Burroughs."
899,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities - and the local women - after he robs a bank."
900,"Fed up with their Captain's harsh discipline, a sailing ship's crew decides to take action."
901,"Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears."
902,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.
903,"On the shores of paradise, gorgeous singles meet and mingle. But there's a twist. To win a $100,000 grand prize, they'll have to give up sex."
904,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world."
905,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
906,A group of twenty-something friends search for love and success in grunge-era Seattle.
907,"After moving to Palm Springs, a young married couple puts their love to the test when they discover their neighbors are swingers."
908,A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.
909,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate."
910,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold."
911,The arrival of Patrick into Marion and Tom's home triggers the exploration of seismic events from 40 years previously.
912,"The biracial daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in 18th century England."
913,Two sisters contend for the affection of King Henry VIII.
914,"A man challenges himself to say ""yes"" to everything."
915,"A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska."
916,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
917,"A couple has a fight after living together 5 years in Las Vegas. They go out and celebrate 4th of July, each with a new partner. Breakup?"
918,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.
919,An ordinary high school student discovers that his family has an unusual pedigree.
920,"Tinto Brass - The maestro of Italian erotica is back! Lies, subterfuge, betrayal and mischief - FALLO! is a collection of six stories based on the joys of sexuality and the eroticism of a new generation of women."
921,"In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife."
922,"After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau."
923,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.
924,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress."
925,"In London, an award-winning film-maker documents her best friend's journey into an assisted marriage in line with his family's Pakistani heritage. In the process, she challenges her own attitude towards relationships."
926,"Based on the Philippa Gregory book of the same name, the story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII."
927,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.
928,"A documentary series following young adults on the autism spectrum as they explore the unpredictable world of love, dating and relationships."
929,"A socialite with aspirations of a career in show business bets her wealthy uncle $25,000 that she can say ""no"" to everything for two days straight, hoping winning will help her fulfill her dreams."
930,"A lonely doctor who once occupied an unusual lakeside house begins to exchange love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late."
931,Two best friends become rivals when they schedule their respective weddings on the same day.
932,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."
933,The plot is set partly in a near future in which artificial intelligence is in control of everyone's lives and human emotions are perceived as a threat.
934,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
935,"The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view."
936,Andy McNally and her friends are out of the academy and must adjust to the challenging life of a police officer at the 15th Division in Toronto.
937,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.
938,"Laura's personal life consists of one affair after another. She meets Arturo and the pair enter into an intense, violent sexual relationship. As days go by, Laura crosses out the days on a calendar, revealing her secret past to her lover."
939,"Estranged sisters Claire and Tess are reunited after 20 years when they inherit their family's cattle station, ""Drover's Run"", in the outback of South Australia, following their father's death."
940,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.
941,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way."
942,Four women and one man share the common bond of loving someone in the U.S. Army.
943,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.
944,A lonely landscape architect falls for the spirit of the beautiful woman who used to live in his new apartment.
945,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.
946,"Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about her."
947,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush."
948,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
949,"Before leaving to fight in Vietnam, a group of teenagers play a game where they try to seduce the ugliest girl they can find."
950,"Central Europe, 1968: A Czech doctor with an active sex life meets a woman who wants monogamy, and then the Soviet invasion further disrupts their lives."
951,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.
952,Best friends and their daughters vacation in Rio de Janeiro only for one to fall for the other's daughter.
953,"When a widowed Joseon noblewoman is kidnapped and tossed into a well, it turns out to be a portal to present-day Seoul. Out of her element, she enters a contract marriage with a cold chaebol who looks just like her deceased husband."
954,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
955,"Corinne convinces Jane, a shy, talented baker, to bring cakes to bars, to help her build confidence. But when Corinne receives a life-altering diagnosis, the pair faces a challenge unlike anything they've experienced before."
956,Leo is released from prison after serving time for car theft. His plan to go straight falls apart when he meets his corrupt uncle for a job and later an old friend working there. It culminates at the (railroad) yards.
957,It follows people on the autism spectrum as they navigate the world of dating and relationships.
958,The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.
959,"In the early 1980s Stevo, and Heroin Bob are the only two dedicated punks in conservative Salt Lake City."
960,"When a self-appointed expert on love tries to teach a timid prince the art of seduction, the plan backfires, leading to scandal - and unexpected romance."
961,Newly-elected U.S. President Hunter Franklin and his family move into the White House.
962,A shy teenager falls for a spirit who wakes up in the body of a different person every morning.
963,The focus in on the upper class Hughes and Stewart families plus their tribulations in Midwest Oakdale. The Stewarts fade away eventually to be replaced by the rural Snyders and wealthy Lucinda Walsh with her many intrigues.
964,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.
965,"British crime investigation series based around aristocratic, Oxford-educated Detective Inspector Thomas Lynley and his working-class assistant Sergeant Barbara Havers."
966,"An intimate look at the extraordinary rise, fall and redemption of televangelist Tammy Faye Bakker."
967,"Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo."
968,"A mercenary is hired to rescue his ex-girlfriend, a singer who has been kidnapped by a motorcycle gang."
969,"A free-spirited yoga instructor finds true love in a conservative lawyer and they get married on the first date. Though they are polar opposites, he fulfills her need of stability and she fulfills his need of optimism."
970,"The mysterious Mr. Roarke runs a unique resort island in the Pacific Ocean that can fulfill any fantasy, but they rarely turn out as expected."
971,A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.
972,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival."
973,A reality show that follows singles yearning for a life-long partnership as they agree to a provocative proposal: getting legally married to a stranger the moment they first meet.
974,"After 5 years of fighting in the crusades, Robin returns to England and leads a band of outlaws to outwit the Sheriff of Nottingham."
975,"Television adaptation of Victor Hugo's classic novel, which follows Jean Valjean as he evades capture by the unyielding Inspector Javert. Set against a backdrop of post-Napoleonic France as unrest begins to grip the city of Paris once more."
976,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge."
977,The cases of a female private detective partnered with a former thief who assumes the role of a fictitious detective in the business.
978,Newly-dumped thirtysomethings Peter and Emma team up to sabotage their exes' new relationships and win them back for good.
979,"Five years later, Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet: succeeding as a dancer on the Broadway stage."
980,A newspaper reporter enrolls in high school as part of research for a story.
981,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies."
982,A clandestine anti-terrorist organization fakes the death of a convicted murderer and trains her in the fighting skills necessary to succeed in her new job.
983,The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
984,The soap-operish antics of two families: the Campbells and the Tates.
985,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
986,A crash course in the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.
987,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces."
988,A seaplane pilot flying in the tropics finds herself falling for the man sent to sink her business.
989,"It's the summer before Elle Evans is set to head off to college, and she has a big decision to make."
990,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles."
991,"On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission."
992,"In 1945, during a 48-hour leave, a soldier accidentally meets a girl at Pennsylvania Station and spends his leave with her, eventually falling in love with the lovely New Yorker."
993,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
994,"The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II."
995,"Guided by James Dean, the eternal symbol of youthful rebellion, a gawky high school student obsessed with the hottest girl in class takes a crash course in teenage coolness from his motorcycle-rebel neighbor."
996,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother."
997,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
998,"A blind, uneducated white girl is befriended by a black man who becomes determined to help her escape her impoverished and abusive home life by introducing her to the outside world."
999,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life."
1000,Four American girls go to England to find husbands.
1001,"After their caravan is attacked and their respective families butchered by Arab marauders, teenagers David and Sarah flee across the desert. But the desert is filled with danger from the elements, animals and the appetite of the Jackal."
1002,"Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian."
1003,"A group of queer best friends gather in Fire Island Pines for their annual week of love and laughter, but a sudden change of events might make this their last summer in gay paradise."
1004,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
1005,"Anna Brady plans to travel to Dublin, Ireland to propose to her boyfriend Jeremy on February 29, leap day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it."
1006,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him."
1007,"The life of a young boy named Yaman growing up on the streets, along with his friends, as they face challenges of survival."
1008,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year."
1009,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details."
